id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genre_list,keywords_list,cast_list,director,release_year,release_month
195589,Neighbors,2014-05-08,18000000.0,268157400.0,96.0,6.2,2773.0,11.90575,['Comedy'],"['alcohol', 'baby', 'party', 'family', 'fraternity', 'fraternity house', 'neighbor neighbor relationship', 'bathroom humor']","['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Dave Franco', 'Ike Barinholtz', 'Christopher Mintz-Plasse', 'Carla Gallo', 'Halston Sage', 'Craig Roberts', 'Hannibal Buress', 'Lisa Kudrow', 'Jason Mantzoukas', 'Jerrod Carmichael', 'Ali Cobrin', 'Elise Vargas', 'Zoey Vargas', 'Brian Huskey', 'Kira Sternbach', 'Randall Park', 'Jake Johnson', 'Steven Michael Eich', 'Fahim Anwar', 'Ori Kalmus', 'Andy Samberg', 'Akiva Schaffer', 'Jorma Taccone', 'Adam Devine', 'Blake Anderson', 'Anders Holm', 'Liz Cackowski', 'Kyle Newacheck', 'Jesse Heiman', 'Cassandra Starr', 'Natasha Leggero', 'Maria Olsen', 'Stephen Todt', 'Michael Angeloe', 'Gary Sievers', 'Casey Ford Alexander', 'Chasty Ballesteros', 'Melanie Avalon', 'Marianne Bourg', 'Erika Del Toro', 'Alanna Dergan', 'Elsi Eng', 'Ayesha Fraser', 'Courtney Hart', 'Danika Galindo', 'Cassandra Starr', 'Valeria Sweet', 'Bridgetta Tomarchio']",Nicholas Stoller,2014,5
147441,Exodus: Gods and Kings,2014-12-03,140000000.0,268031828.0,150.0,5.6,1957.0,16.320249,"['Adventure', 'Drama', 'Action']","['moses', 'bible', 'ancient egypt', '3d', 'ramses']","['Christian Bale', 'Joel Edgerton', 'John Turturro', 'Aaron Paul', 'Ben Mendelsohn', 'María Valverde', 'Sigourney Weaver', 'Ben Kingsley', 'Hiam Abbass', 'Isaac Andrews', 'Ewen Bremner', 'Indira Varma', 'Golshifteh Farahani', 'Ghassan Massoud', 'Tara Fitzgerald', 'Dar Salim', 'Andrew Tarbet', 'Ken Bones', 'Hal Hewetson', 'Christopher Sciueref', 'Emun Elliott', 'Kevork Malikyan', 'Alejandro Naranjo', 'Philip Arditti']",Ridley Scott,2014,12
3170,Bambi,1942-08-14,858000.0,267447150.0,70.0,6.8,1450.0,13.698132,"['Animation', 'Drama', 'Family']","['forest', 'coming of age', 'best friend', 'loss of loved one']","['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King', 'Will Wright', 'Hardie Albright', 'Ann Gillis', 'Tim Davis', 'Sam Edwards', 'Sterling Holloway', 'Otis Harlan']",David Hand,1942,8
10198,The Princess and the Frog,2009-12-08,105000000.0,267045765.0,97.0,6.7,1293.0,16.616517,"['Romance', 'Family', 'Animation', 'Music']","['based on novel', 'voodoo', 'kiss', 'princess', 'animation', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan']","['Anika Noni Rose', 'Bruno Campos', 'Keith David', 'Michael-Leon Wooley', 'Jennifer Cody', 'Jim Cummings', 'Peter Bartlett', 'Jenifer Lewis', 'Oprah Winfrey', 'Terrence Howard', 'John Goodman', 'Elizabeth Dampier', 'Breanna Brooks', 'Ritchie Montgomery', 'Don Hall', 'Paul Briggs', 'Jerry Kernion', 'Corey Burton', 'Michael Colyar', 'Emeril Lagasse', 'Kevin Michael Richardson', 'Randy Newman', 'Terence Blanchard']",Ron Clements,2009,12
6964,Something's Gotta Give,2003-12-12,80000000.0,266728738.0,128.0,6.3,422.0,8.524847,"['Drama', 'Comedy', 'Romance']","['age difference', 'ladykiller', 'woman director']","['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Frances McDormand', 'Amanda Peet', 'Jon Favreau', 'Paul Michael Glaser', 'Rachel Ticotin', 'KaDee Strickland', 'Robin Pearson Rose', 'Connie Sawyer']",Nancy Meyers,2003,12
4478,Indecent Proposal,1993-04-07,38000000.0,266614059.0,117.0,5.8,300.0,7.118123,['Drama'],"['gambling', 'adultery', ""love of one's life"", 'shortage of money', 'millionaire']","['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel', 'Oliver Platt', 'Billy Bob Thornton', 'Billy Connolly', 'Rip Taylor', 'Pierre Epstein', 'Joel Brooks', 'Pamela Holt', 'Nicholas Georgiade', 'Danny Zorn', 'Kevin West', 'Tommy Bush', 'Mariclare Costello', 'Jedda Jones', 'Myra J.', 'Edwonda White', 'Frankie J. Allison', 'Joseph Ruskin', 'Joe La Due', 'Ben W. Fluker', 'Richard Livingston', 'Joe Bays', 'David Rees', 'Irene Olga López', 'Israel Juarbe', 'Lydia Nicole', 'Iqbal Theba', 'Maurice Sherbanee', 'Elsa Raven', 'Matthew Barry', 'Chi Muoi Lo', 'Art Chudabala', 'Hilary Reynolds', 'Selma Archerd', ""Robert 'Bobby Z' Zajonc"", 'Alan D. Purwin', 'Sheena Easton', 'Herbie Hancock']",Adrian Lyne,1993,4
241254,The Prince,2014-08-22,18000000.0,266586800.0,93.0,4.6,218.0,16.219485,"['Thriller', 'Action']","['mobster', 'justice', 'retired', 'missing', 'missing daughter']","['Bruce Willis', 'Jason Patric', 'John Cusack', 'Jessica Lowndes', 'Gia Mantegna', 'Rain', '50 Cent', 'Don Harvey', 'Jesse Pruett', 'Didi Costine', 'Bonnie Somerville', 'Tim Fields', 'Andrea Burns', 'Jim Bennett', 'Johnathon Schaech', 'Tyler Jon Olson', 'Jonathan Carkeek', 'Jay Oringer', 'Tara Holt', 'Andrew Wert', 'Danielle Phelan', 'David Gordon', 'Martin Blencowe', 'Courtney B Turk', 'Natalie Light']",Brian A Miller,2014,8
4982,American Gangster,2007-11-02,100000000.0,266465037.0,157.0,7.4,1527.0,9.644542,"['Drama', 'Crime']","['underdog', 'black people', 'drug traffic', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'gangster', 'crime', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes']","['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin', 'Lymari Nadal', 'Ted Levine', 'Roger Guenveur Smith', 'John Hawkes', 'RZA', 'Yul Vazquez', 'Malcolm Goodwin', 'Ruby Dee', 'Ruben Santiago-Hudson', 'Carla Gugino', 'Skyler Fortgang', 'John Ortiz', 'Cuba Gooding Jr.', 'Armand Assante', 'Kathleen Garrett', 'Joe Morton', 'Ritchie Coster', 'Idris Elba', 'Common', 'T.I.', 'Kevin Corrigan', 'KaDee Strickland', 'Chance Kelly', 'Larry Mitchell', ""Tom O'Rourke"", 'Bari K. Willerford', 'Albert Jones', 'J. Kyle Manzay', 'Quisha Saunders', 'Robert Funaro', 'Jon Polito', 'Robert C. Kirk', 'Jon DeVries', 'Jim R. Coleman', 'Gavin Grazer', 'Linda Powell', 'Norman Reedus', 'Eddie Rouse', 'Maryann Urbano', 'Cedric Sanders', 'Roger Bart', 'Eric Silver', 'Saycon Sengbloh', 'Conor Romero', 'Daniel Hilt', 'Daniel Farcher', 'Jason Furlani', 'Chris McKinney', 'Ric Young', 'Dan Moran', 'Chuck Cooper', 'Kevin Geer', 'Hamilton Clancy', 'Sam Freed', 'Joey Klein', 'Scott Dillin', 'Anthony Hamilton', 'Sarah Hudnut', 'Tyson Hall', 'Bryant Pearson', 'Al Santos', 'Neville White', 'Jeff Mantel', 'Panama Redd', 'Fab 5 Freddy', 'Fatima Robinson', 'Celestine Rae', 'Monique Lea-Gall', 'Shannon MacMillan', 'Latonya Tolbert', 'Cicily Daniels', 'Brian Albanese', 'Brian Keith Allen', 'Ephraim Benton', 'Myo Campbell', 'John Cenatiempo', 'J.W. Cortes', ""Cris D'Annunzio"", 'Ernest Dancy', 'Michael Den Dekker', 'Mark DiConzo', 'Kevin Van Doorslaer', 'Monique Dupree', 'Joseph Ferrante', 'Eddie Goines', 'Kelvin Hale', 'Johnathan Hallgrey', 'Gabriel Hansen', 'Jermel Howard', 'Hristo Hristov', 'Atif Lanier', 'Artie Pasquale', 'Nick Poltoranin', 'Kevin Pinassi', 'Paula Rittie', 'Billy Smith', 'Aija Terauda', 'Philippe Vonlanthen', 'Clarence Williams III', 'Brad Lee Wind', 'Ray Wineteer', 'Dolores Winn', 'Tammy Vaughn', 'Frances Mignano', 'Tina Lorraine', 'Louis Rosario']",Ridley Scott,2007,11
7840,"10,000 BC",2008-02-22,105000000.0,266000000.0,109.0,5.1,934.0,13.99377,"['Adventure', 'Action', 'Drama', 'Fantasy']","['indigenous', 'lover (female)', 'pyramid', 'mammoth', 'sapient', 'mountain village', 'stone age', 'fighter', 'primitive time', 'saber-toothed tiger']","['Steven Strait', 'Camilla Belle', 'Cliff Curtis', 'Nathanael Baring', 'Mo Zinal', 'Affif Ben Badra', 'Mona Hammond', 'Marco Khan', 'Reece Ritchie', 'Joel Fry', 'Joel Virgel', 'Omar Sharif', 'Kristian Beazley', 'Junior Oliphant', ""Louise Tu'u"", 'Jacob Renton', 'Grayson Hunt Urwin', 'Farouk Valley Omar', 'Boubacar Babiane', 'Joe Vaz', 'Charles Baloyi', 'Tim Barlow', 'Gabriel Malema', 'Mark Simmons', 'Hannah Westbury', 'Antonio Fisher', 'Steven Afrikaner', 'David Dennis', 'Tony Caprari', 'Matthew Navin', 'Nimiah Rodgers', 'Kolby Pistak', 'Ben Hart', 'Ben Coyle-Larner', 'Joshua Peters', 'Heberth Somaeb', 'Sadrag Nakale', 'Mykhail Cohen', 'Janine Manuel', 'Kabelo Murray', 'Andrew Stehlin', 'Suri van Sornsen']",Roland Emmerich,2008,2
9804,Waterworld,1995-07-28,175000000.0,264218220.0,135.0,5.9,1017.0,16.885184,"['Adventure', 'Action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']","['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Jack Black', 'Zakes Mokae', 'Jack Kehler', 'Tina Majorino', 'Rita Zohar', 'Gerard Murphy', 'Michael Jeter', 'Kim Coates']",Kevin Reynolds,1995,7
37165,The Truman Show,1998-06-04,60000000.0,264118201.0,103.0,7.8,4702.0,13.155901,"['Comedy', 'Drama']","['claustrophobia', 'hidden camera', 'dystopia', 'reality show', 'make believe', 'pretend']","['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris', 'Holland Taylor', 'Brian Delate', 'Blair Slater', 'Heidi Schanz', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Peter Krause', 'O-Lan Jones', 'Krista Lynn Landolfi', 'Paul Giamatti', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Una Damon', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller']",Peter Weir,1998,6
4327,Charlie's Angels,2000-11-02,92000000.0,264105545.0,98.0,5.6,1253.0,9.774985,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['martial arts', 'female friendship', 'millionaire', 'agent']","['Cameron Diaz', 'Lucy Liu', 'Drew Barrymore', 'Bill Murray', 'John Forsythe', 'Sam Rockwell', 'Kelly Lynch', 'Tim Curry', 'Luke Wilson', 'Crispin Glover', 'Matt LeBlanc', 'Tom Green', 'LL Cool J', 'Sean Whalen', 'Melissa McCarthy', 'Jerry Trimble']",McG,2000,11
18,The Fifth Element,1997-05-07,90000000.0,263920180.0,126.0,7.3,3962.0,24.30526,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","['clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner']","['Bruce Willis', 'Gary Oldman', 'Ian Holm', 'Milla Jovovich', 'Chris Tucker', 'Luke Perry', 'Brion James', 'Tom Lister Jr.', 'Lee Evans', 'Charlie Creed-Miles', 'Tricky', 'John Neville', 'John Bluthal', 'Mathieu Kassovitz', 'Christopher Fairbank', 'Kim Chan', 'Julie T. Wallace', 'Al Matthews', 'Maïwenn', 'Mac McDonald', 'Indra Ové', 'Genevieve Maylam', 'Jason Salkey', 'Michael Culkin', 'Hon Ping Tang', 'Vincenzo Pellegrino', 'Richard Leaf', 'Ivan Heng', 'Sonita Henry', 'Tim McMullan', 'George Khan', 'John Hughes', 'Roberto Bryce', 'Said Talidi', 'Clifton Lloyd Bryan', 'Justin Lee Burrows', 'Richard Ashton', 'Jerome St. John Blake', 'Kevin Molloy', 'Bill Reimbold', 'Colin Brooks', 'Anthony Chinn', 'Sam Douglas', 'Derek Ezenagu', 'David Kennedy', 'David Barrass', 'Roger Monk', 'Mark Seaton', 'Jean-Luc Caron', 'Riz Meedin', 'Jerry Ezekiel', 'Rachel Willis', 'Natasha Brice', 'Sophia Goth', 'Martin McDougall', 'Pete Dunwell', 'Paul Priestley', 'Stewart Harvey-Wilson', 'David Fishley', 'Carlton Chance', 'Gin Clarke', 'Vladimir McCrary', 'Aron Paramor', 'Alan Ruscoe', 'Christopher Adamson', 'Ève Salvail', 'Kaleem Janjua', 'Tyrone Tyrell', 'Kevin Brewerton', 'Ian Beckett', 'Sonny Caldinez', 'Zeta Graff', 'Eddie Ellwood', 'Yui', 'Laura De Palma', 'Lenny McLean', 'Robert Oates', 'John Sharian', 'Fred Williams', 'Sibyl Buck', 'Sarah Carrington', 'Ali Yassine', 'Sean Buckley', 'Dane Messam', 'Nathan Hamlett', 'Cecil Cheng', 'Scott Woods', 'Leon Dekker', 'David Garvey', 'Stanley Kowalski', 'Omar Williams', 'Robert Clapperton', 'Robert Alexander', 'Mia Frye', 'Leo Williams', 'C. Keith Martin', 'J.D. Dawodu', 'Patrick Nicholls', 'Shaun Davis', 'Roy Garcia', 'Alex Georgijev', 'Marie Guillard', 'Renee Montemayor', 'Stina Richardson', 'Kristen Fick', 'François Guillaume', 'Anita Koh', 'Kamay Lau', 'Tracy Redington', 'Gito Santana', 'Frank Senger', 'Joss Skottowe', 'Roger Wright', 'John Bennett']",Luc Besson,1997,5
11224,Cinderella,1950-03-04,2900000.0,263591415.0,74.0,6.8,1760.0,14.436858,"['Family', 'Fantasy', 'Animation', 'Romance']","['based on novel', 'cinderella', 'loss of parents', 'mouse', 'ball', 'fairy', 'prince', 'musical', 'midnight', 'princess', 'love', 'orphan', 'family', 'evil stepmother', 'fairy godmother', 'glass slipper']","['Ilene Woods', 'Eleanor Audley', 'Lucille Bliss', 'Verna Felton', 'Helene Stanley', 'James MacDonald', 'Luis van Rooten', 'Don Barclay', 'Claire Du Brey', 'Rhoda Williams', 'Marion Darlington']",Clyde Geronimi,1950,3
8844,Jumanji,1995-12-15,65000000.0,262797249.0,104.0,6.9,2413.0,17.015539,"['Adventure', 'Fantasy', 'Family']","['board game', 'disappearance', ""based on children's book"", 'new home', 'recluse', 'giant insect']","['Robin Williams', 'Jonathan Hyde', 'Kirsten Dunst', 'Bradley Pierce', 'Bonnie Hunt', 'Bebe Neuwirth', 'David Alan Grier', 'Patricia Clarkson', 'Adam Hann-Byrd', 'Laura Bell Bundy', 'James Handy', 'Gillian Barber', 'Brandon Obray', 'Cyrus Thiedeke', 'Gary Joseph Thorup', 'Leonard Zola', 'Lloyd Berry', 'Malcolm Stewart', 'Annabel Kershaw', 'Darryl Henriques', 'Robyn Driscoll', 'Peter Bryant', 'Sarah Gilson', 'Florica Vlad', 'June Lion', 'Brenda Lockmuller']",Joe Johnston,1995,12
37834,Knight and Day,2010-06-15,117000000.0,261930431.0,109.0,5.9,1583.0,12.758942,"['Action', 'Comedy']","['spy', 'airport', 'gas station', 'garage', 'pilot', 'chase', 'secret agent', 'rope', 'exploding building', 'car chase', 'police car', 'boy genius', 'duringcreditsstinger']","['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Viola Davis', 'Jordi Mollà', 'Paul Dano', 'Maggie Grace', 'Marc Blucas', 'Celia Weston', 'Dale Dye', 'Falk Hentschel', 'Lennie Loftin', 'Rich Manley', 'Gal Gadot', ""Jack O'Connell"", 'Trevor Loomis', 'Nilaja Sun', 'Jerrell Lee Wesley', 'Adam Gregory']",James Mangold,2010,6
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,18000000.0,261572744.0,82.0,6.5,1617.0,8.278336,['Comedy'],"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger']","['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Pamela Anderson', 'Bob Barr', 'Alan Keyes', 'Carole De Saram', 'Mitchell Falk', 'David Corcoran', 'Andre Darnell Myers', 'Jean-Pierre Parent', 'Chip Pickering']",Larry Charles,2006,11
861,Total Recall,1990-06-01,65000000.0,261317921.0,113.0,7.1,1745.0,12.954444,"['Action', 'Adventure', 'Science Fiction']","['oxygen', 'falsely accused', 'resistance', 'mars', 'double life', 'telepathy', 'mutant', 'hologram', 'space colony', 'false identity', 'secret agent', 'dystopia', 'cyberpunk', 'false memory', 'implanted memory']","['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin', 'Ronny Cox', 'Michael Ironside', 'Marshall Bell', 'Roy Brocksmith', 'Ray Baker', 'Rosemary Dunsmore', 'Dean Norris', 'Debbie Lee Carrington', 'Lycia Naff', 'Robert Costanzo', 'Marc Alaimo', 'Michael Gregory', 'Mickey Jones', 'Robert Picardo', 'Michael Champion', 'Mel Johnson Jr.', 'David Knell', 'Alexia Robinson']",Paul Verhoeven,1990,6
9928,Robots,2005-03-10,75000000.0,260696994.0,91.0,6.0,1383.0,12.949715,"['Animation', 'Comedy', 'Family', 'Science Fiction']","['inventor', 'business man', 'robot', 'dishonesty']","['Robin Williams', 'Ewan McGregor', 'Halle Berry', 'Mel Brooks', 'Paula Abdul', 'Amanda Bynes', 'Drew Carey', 'Jennifer Coolidge', 'Lucille Bliss', 'Terry Bradshaw', 'Jim Broadbent', 'Paul Giamatti', 'Marshall Efron', 'Damien Fahey', 'Will Denton', 'Greg Kinnear', 'James Earl Jones', 'Stanley Tucci', 'Al Roker', 'Jay Leno']",Chris Wedge,2005,3
37686,Super 8,2011-06-08,50000000.0,260095987.0,112.0,6.6,2496.0,19.529911,"['Thriller', 'Science Fiction', 'Mystery']","['1970s', 'secret', 'alien', 'train crash', 'pistol', 'firecracker', 'duringcreditsstinger']","['Joel Courtney', 'Elle Fanning', 'Riley Griffiths', 'Kyle Chandler', 'Ryan Lee', 'Ron Eldard', 'Gabriel Basso', 'Bruce Greenwood', 'Noah Emmerich', 'AJ Michalka', 'Zach Mills', 'Jessica Tuck', 'Joel McKinnon Miller', 'Britt Flatmo', 'Glynn Turman', 'Richard T. Jones', 'Tom Quinn', 'Caitriona Balfe', 'Amanda Foreman', 'David Gallagher', 'Brett Rice', 'Dale Dickey', 'Beau Knapp', ""Bingo O'Malley""]",J.J. Abrams,2011,6
116149,Paddington,2014-11-27,55000000.0,259207227.0,95.0,7.0,899.0,15.686837,"['Family', 'Comedy']","['england', 'train station', 'based on novel', 'bear', 'anthropomorphism', 'talking to animals', ""children's book""]","['Nicole Kidman', 'Peter Capaldi', 'Ben Whishaw', 'Michael Gambon', 'Imelda Staunton', 'Sally Hawkins', 'Julie Walters', 'Hugh Bonneville', 'Jim Broadbent', 'Matt Lucas', 'Matt King', 'Samuel Joslin', 'Daniel Westwood', 'Dominic Coleman', 'Simon Farnaby', 'Madeleine Harris', 'Tim Downie', 'Madeleine Worrall', 'Lottie Steer', 'Geoffrey Palmer', 'Theresa Watson', 'Michael Bond', 'Jude Wright', 'Kayvan Novak', 'Eddie Nestor', 'Iain Mitchell', 'Jonathan Derbyshire', 'Mary Roscoe', 'Llewella Gideon', 'Tarik Blake', 'Ross Boatman', 'Steve Oram', 'Tom Meeten', 'Alice Lowe', 'Will Smith', 'Toby Williams', 'Catherine Shepherd', 'Javier Marzan', 'Sean Bridgeman', 'Justin Edwards', 'Cleo Sylvestre', 'Gus Brown', 'Rufus Jones', 'Kenneth Hadley', 'David McKail', 'James Bachman', 'Steve Edge', 'Barry Ashton', 'Hamish MacColl', 'Lauren Barrand', 'Alexander Bracq', 'Ancuta Breaban', 'Asim Chaudhry', 'Bern Collaco', 'Faith Elizabeth', 'Nigel Genis', 'Kornelia Horvath', 'Denis Khoroshko', 'Shaz Lancaster', 'Jim Lawrence', 'Barrie Martin', 'Stuart Matthews', 'Matthew David McCarthy', 'George Newton', 'Jack Philips', 'Fabio Vollono', 'Julie Vollono', 'Vic Waghorn']",Paul King,2014,11
9471,Charlie's Angels: Full Throttle,2003-06-27,120000000.0,259175788.0,106.0,5.2,930.0,7.821116,"['Action', 'Adventure', 'Comedy']","['robbery', 'secret identity', 'secret agent']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bernie Mac', 'Robert Patrick', 'Demi Moore', 'John Cleese', 'Matt LeBlanc', 'Luke Wilson', 'Shia LaBeouf', 'Pink', 'Crispin Glover', 'Justin Theroux', 'Melissa McCarthy', ""Ja'net DuBois"", 'Rodrigo Santoro', 'Eric Bogosian', 'Robert Forster', 'Daxing Zhang', 'Yuen Cheung-Yan', 'Bruce Comtois', 'Bruce Willis', 'Mary-Kate Olsen', 'Ashley Olsen']",McG,2003,6
8909,Wanted,2008-06-19,75000000.0,258270008.0,110.0,6.4,2583.0,12.457896,"['Action', 'Thriller', 'Crime']","['assassin', 'loss of father', 'secret society', 'mission of murder', 'revenge']","['Angelina Jolie', 'James McAvoy', 'Morgan Freeman', 'Thomas Kretschmann', 'Terence Stamp', 'Common', 'Marc Warren', 'Kristen Hager', ""David O'Hara"", 'Konstantin Khabenskiy', 'Dato Bakhtadze', 'Brad Calcaterra', 'Lorna Scott', 'Chris Pratt', 'Sophiya Haque', 'Brian Caspe', ""Mark O'Neal"", 'Bridget McManus']",Timur Bekmambetov,2008,6
5174,Rush Hour 3,2007-08-08,140000000.0,258022233.0,91.0,6.1,801.0,9.718111,"['Action', 'Comedy', 'Crime', 'Thriller']",['ambassador'],"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal', 'Roman Polanski', 'Zhang Jingchu', 'Philip Baker Hall', 'Noémie Lenoir', 'Sarah Shahi', 'Youki Kudoh', 'Tzi Ma', 'Dana Ivey', 'Henry O', 'Mia Tyler', 'Michael Chow', 'Kentaro', 'Ann Christine']",Brett Ratner,2007,8
9427,The Full Monty,1997-08-13,3500000.0,257850122.0,91.0,6.9,372.0,8.333322,['Comedy'],"['suicide attempt', 'striptease', 'steel worker', 'repossession', 'male stripper']","['Robert Carlyle', 'Mark Addy', 'William Snape', 'Steve Huison', 'Tom Wilkinson', 'Paul Barber', 'Hugo Speer', 'Lesley Sharp', 'Emily Woof', 'Deirdre Costello', 'Paul Butterworth', 'Dave Hill', 'Bruce Jones', 'Andrew Livingston', 'Vinny Dhillon', 'Kate Layden', 'Joanna Swain', 'Kate Rutter', 'June Broughton', 'Glenn Cunningham', 'Chris Brailsford', 'Steve Garti', 'Malcolm Pitt', 'Dennis Blanch', 'Daryl Fishwick', 'David Lonsdale', 'Muriel Hunt', 'Fiona Watts', 'Theresa Maduemezia', 'Fiona Nelson']",Peter Cattaneo,1997,8
6947,The Village,2004-07-30,60000000.0,256697520.0,108.0,6.2,1101.0,8.172707,"['Drama', 'Mystery', 'Thriller']","['secret', 'forest', 'rural setting', 'blindness', 'courtship', 'mentally handicapped man', 'human nature', 'aura', 'romantic', 'village council']","['Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody', 'William Hurt', 'Sigourney Weaver', 'Brendan Gleeson', 'Cherry Jones', 'Celia Weston', 'John Christopher Jones', 'Frank Collison', 'Jayne Atkinson', 'Judy Greer', 'Fran Kranz', 'Jesse Eisenberg', 'Michael Pitt', 'M. Night Shyamalan']",M. Night Shyamalan,2004,7
462,Erin Brockovich,2000-03-17,52000000.0,256271286.0,131.0,7.1,730.0,10.135446,['Drama'],"['biography', 'based on true story', 'single mother', 'water pollution', 'environmental law']","['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger', 'Cherry Jones', 'Veanne Cox', 'Conchata Ferrell', 'Tracey Walter', 'Peter Coyote', 'Erin Brockovich']",Steven Soderbergh,2000,3
250546,Annabelle,2014-10-02,6500000.0,255273813.0,99.0,5.5,1588.0,23.242452,['Horror'],"['prequel', 'evil doll', 'killer doll', 'spin off', 'doll', 'demonic possession', 'killer toys', 'toy comes to life']","['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard', 'Eric Ladin', ""Kerry O'Malley"", 'Brian Howe', 'Ivar Brogger', 'Gabriel Bateman', 'Shiloh Nelson', 'Morganna Bridgers', 'Michelle Romano', 'Paige Diaz', ""Tree O'Toole"", 'Trampas Thompson', 'Camden Singer', 'Keira Daniels', 'Richard Allan Jones', 'Christopher Shaw', 'Geoff Wehner', 'Sasha Sheldon', 'Robin Pearson Rose', 'Joseph Bishara']",John R. Leonetti,2014,10
9350,Cliffhanger,1993-05-28,70000000.0,255000211.0,112.0,6.1,600.0,9.830853,"['Action', 'Adventure', 'Thriller']","['mountain', 'rocky mountains', 'airplane', 'hijacking', 'suitcase', 'climbing', 'heist', 'money', 'snow', 'mountain climbing']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker', 'Janine Turner', 'Rex Linn', 'Caroline Goodall', 'Leon Robinson', 'Craig Fairbrass', 'Gregory Scott Cummins', 'Denis Forest', 'Michelle Joyner', 'Max Perlich', 'Ralph Waite', 'Paul Winfield', 'Trey Brownell']",Renny Harlin,1993,5
712,Four Weddings and a Funeral,1994-03-09,6000000.0,254700832.0,117.0,6.6,654.0,8.990345,"['Comedy', 'Drama', 'Romance']","['upper class', 'love at first sight', 'wedding vows', 'marriage proposal', 'yuppie', ""love of one's life"", 'lone wolf', 'snob', 'witness', 'bride', 'bridegroom', 'bridesmaid', 'funeral', 'clumsy fellow', 'friendship', 'wedding', 'gay couple']","['Hugh Grant', 'Andie MacDowell', 'James Fleet', 'Simon Callow', 'John Hannah', 'Kristin Scott Thomas', 'David Bower', 'Charlotte Coleman', 'Rowan Atkinson', 'Anna Chancellor', 'Timothy Walker', 'Sara Crowe', 'Ronald Herdman', 'Elspet Gray', 'Philip Voss', 'Rupert Vansittart', 'Nicola Walker', 'Struan Rodger', 'David Haig', 'Sophie Thompson', 'Corin Redgrave', 'Amanda Mealing', 'Anna Chancellor', 'Bernice Stegers', 'Robert Lang', 'Jeremy Kemp', 'Ken Drury', 'Struan Rodger', 'Polly Kemp']",Mike Newell,1994,3
45243,The Hangover Part II,2011-05-25,80000000.0,254455986.0,102.0,6.2,3836.0,21.893532,['Comedy'],"['sun glasses', 'interpol', 'undercover cop', 'hangover', 'duringcreditsstinger']","['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong', 'Paul Giamatti', 'Mike Tyson', 'Jeffrey Tambor', 'Mason Lee', 'Jamie Chung', 'Sasha Barrese', 'Gillian Vigman', 'Aroon Seeboonruang', 'Nirut Sirichanya', 'Yasmin Lee', 'Nick Cassavetes', 'Sondra Currie', 'Bryan Callen', 'Brody Stevens', 'Michael Berry Jr.', 'Andrew Howard', 'Penpak Sirikul', 'Crystal the Monkey', 'Manel Soler']",Todd Phillips,2011,5
